2021-12-14 09:51:39,129:b'       262,       -18,       -61,         0,         0,         3,         2\n'
2021-12-14 09:51:39,130:b'       262,       -18,       -61,         0,         0,         3,         2\n'
2021-12-14 09:51:39,131:b'       262,       -18,       -61,         0,         0,         3,         2\n'
2021-12-14 09:51:39,132:b'       262,       -18,       -61,         0,         0,         3,         2\n'
2021-12-14 09:51:39,133:b'       262,       -18,       -61,         0,         0,         3,         2\n'
2021-12-14 09:51:39,134:b'       262,       -18,       -61,         0,         0,         3,         2\n'
2021-12-14 09:51:39,135:b'       262,       -18,       -61,         0,         0,         3,         2\n'
2021-12-14 09:51:39,136:b'       262,       -18,       -61,         0,         0,         0,         0\n'
2021-12-14 09:51:39,137:b'       262,       -18,       -61,         0,         0,         0,         0\n'
2021-12-14 09:51:39,138:b'       262,       -18,       -61,         0,         0,         0,         0\n'
2021-12-14 09:51:39,139:b'       262,       -18,       -61,         0,         0,         0,         0\n'
2021-12-14 09:51:39,140:b'       262,       -18,       -61,         0,         0,         0,         0\n'
2021-12-14 09:51:39,141:b'       262,       -18,       -61,         0,         0,         0,         0\n'
2021-12-14 09:51:39,142:b'       262,       -18,       -61,         0,         0,         0,         0\n'
2021-12-14 09:51:39,143:b'       262,       -18,       -61,         0,         0,         0,         0\n'
2021-12-14 09:51:39,144:b'       262,       -18,       -61,         0,         0,         0,         0\n'
2021-12-14 09:51:39,145:b'       262,       -18,       -61,         0,         0,         0,         0\n'
2021-12-14 09:51:39,146:b'       262,       -18,       -61,         0,         0,         0,         0\n'
2021-12-14 09:51:39,147:b'       262,       -18,       -61,         0,         0,         0,         0\n'
2021-12-14 09:51:39,148:b'       262,       -18,       -61,         0,         0,        -3,         0\n'
2021-12-14 09:51:39,149:b'       262,       -18,       -61,         0,         0,        -3,         0\n'
2021-12-14 09:51:39,150:b'       262,       -18,       -61,         0,         0,        -3,         0\n'
2021-12-14 09:51:39,151:b'       262,       -18,       -61,         0,         0,        -3,         0\n'
2021-12-14 09:51:39,152:b'       262,       -18,       -61,         0,         0,        -3,         0\n'
2021-12-14 09:51:39,153:b'       262,       -18,       -61,         0,         0,        -3,         0\n'
2021-12-14 09:51:39,154:b'       262,       -18,       -61,         0,         0,        -3,         0\n'
2021-12-14 09:51:39,155:b'       262,       -18,       -61,         0,         0,        -3,         0\n'
2021-12-14 09:51:39,156:b'       262,       -18,       -61,         0,         0,        -3,         0\n'
2021-12-14 09:51:39,157:b'       262,       -18,       -61,         0,         0,        -3,         0\n'
2021-12-14 09:51:39,158:b'       262,       -18,       -61,         0,         0,        -3,         0\n'
2021-12-14 09:51:39,159:b'       262,       -18,       -61,         0,         0,        -3,         0\n'
2021-12-14 09:51:39,160:b'       262,       -18,       -61,         0,         0,         3,         0\n'
2021-12-14 09:51:39,161:b'       262,       -18,       -61,         0,         0,         3,         0\n'
2021-12-14 09:51:39,162:b'       262,       -18,       -61,         0,         0,         3,         0\n'
2021-12-14 09:51:39,163:b'       262,       -18,       -61,         0,         0,         3,         0\n'
2021-12-14 09:51:39,164:b'       262,       -18,       -61,         0,         0,         3,         0\n'
2021-12-14 09:51:39,165:b'       262,       -18,       -61,         0,         0,         3,         0\n'
2021-12-14 09:51:39,166:b'       262,       -18,       -61,         0,         0,         3,         0\n'
2021-12-14 09:51:39,167:b'       262,       -18,       -61,         0,         0,         3,         0\n'
2021-12-14 09:51:39,168:b'       262,       -18,       -61,         0,         0,         3,         0\n'
2021-12-14 09:51:39,169:b'       262,       -18,       -61,         0,         0,         3,         0\n'
2021-12-14 09:51:39,170:b'       262,       -18,       -61,         0,         0,         3,         0\n'
